bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Sedán,Mazda,Suba,Negro,5,Gasolina,55646,3,"2,0",68400000,Bogotá D.C.,Automática,2017
Camioneta,Kia,Medellín,Gris,5,Gasolina,68000,Sportage,2.0,93900000,Antioquia,Automática,2017
Hatchback,Hyundai,Barrios Unidos,Negro,5,Gasolina,48658,i20,1.4,44900000,Bogotá D.C.,Mecánica,2017
Camioneta,Renault,Suba,Plateado,5,Gasolina,64598,Koleos,2.5,88000000,Bogotá D.C.,Automática,2017
Camioneta,Renault,Suba,Gris,5,Gasolina,54668,Duster,2.0,61500000,Bogotá D.C.,Mecánica,2017
Station Wagon,Suzuki,Cartagena De Indias,Azul,4,Gasolina,81000,Vitara,"1,6",61500000,Bolívar,Mecánica,2017
Hatchback,Renault,Barrios Unidos,Rojo,5,Gasolina,44766,Sandero,2.0,52900000,Bogotá D.C.,Mecánica,2017
Camioneta,Kia,Medellín,Gris,5,Gasolina,86000,Sportage,2.0,87900000,Antioquia,Automática,2017
Hatchback,Chevrolet,Barranquilla,Negro,4,Gasolina,69035,Spark,xxxxxxxxxxxxxxxx,33000000,Atlántico,Mecánica,2017
Convertible,BMW,Pereira,Azul,2,Gasolina,51500,420i,2.0,119000000,Risaralda,Automática,2017
Camioneta,Ford,Cali,Plateado,5,Gasolina,83584,Ecosport 2,2.0,66500000,Valle Del Cauca,Automática,2017
Hatchback,Mercedes-Benz,Usaquén,Verde,5,Gasolina,35000,Clase A,1.6,88900000,Bogotá D.C.,Automática,2017
,Ford,Cali,Blanco,5,Gasolina,63075,Explorer,3500,115000000,Valle Del Cauca,Automática,2017
Station Wagon,Ford,Villavicencio,Negro,5,Gasolina,78736,Ecosport,,57500000,Meta,Automática,2017
Pick-Up,Nissan,Medellín,Blanco,2,Gasolina,60000,Frontier,2.5,70900000,Antioquia,Automática,2017
,BMW,Duitama,Gris,4,Gasolina,65000,X5,,163000000,Boyaca,Automática,2017
,Toyota,Cali,Blanco,5,Gasolina,49000,4Runner,4000,225000000,Valle Del Cauca,Automática,2017
Camioneta,Mazda,Cajicá,Azul,5,Gasolina,90754,CX-5,2.5,94000000,Cundinamarca,Automática,2017
Camioneta,Mazda,Usaquén,Rojo,5,Gasolina,29000,CX-5,2.0,85400000,Bogotá D.C.,Automática,2017
,,Pereira,,,,,,,98000000,Risaralda,,
Camioneta,Volvo,Cali,Gris,5,Gasolina,29000,XC90,2.0,177900000,Valle Del Cauca,Automática,2017
Sedán,Mazda,Suba,Blanco,4,Gasolina,61690,3,2.0,66900000,Bogotá D.C.,Automática,2017
Pick-Up,Renault,Medellín,Blanco,4,Gasolina y gas,58000,Expression,1998,59990000,Antioquia,Mecánica,2017
Hatchback,Chevrolet,Suba,Azul,5,Gasolina,35773,Spark GT,1200,39900000,Bogotá D.C.,Mecánica,2017
Camioneta,Ford,Barrios Unidos,Gris,5,Gasolina,41618,Escape,2000,101500000,Bogotá D.C.,Automática,2017
Pick-Up,Ford,Medellín,Blanco,4,Gasolina,57000,F-150,3.5,230000000,Antioquia,Automática,2017
Camioneta,BMW,Chía,Gris,5,Gasolina,56863,X3,3.0,119900000,Cundinamarca,Automática,2017
Camioneta,Honda,Bucaramanga,Blanco,5,Gasolina,44500,Pilot,3.5,134500000,Santander,Automática,2017
Camioneta,Dodge,Pereira,Blanco,5,Gasolina,90000,Journey,2.4,68000000,Risaralda,Automática,2017
Camioneta,Suzuki,Suba,Blanco,3,Gasolina,57500,Jimny,1.3,53900000,Bogotá D.C.,Mecánica,2017
Hatchback,Mazda,Suba,Blanco,5,Gasolina,46831,2,1.5,56700000,Bogotá D.C.,Mecánica,2017
Sedán,Mazda,Villavicencio,Blanco,4,Gasolina,78787,3,2.0,65000000,Meta,Automática,2017
Sedán,Volkswagen,Suba,Plateado,4,Gasolina,50000,Voyage,1.6,38300000,Bogotá D.C.,Mecánica,2017
,Toyota,Cali,Blanco,5,Gasolina,46000,4Runner,4000,198000000,Valle Del Cauca,Automática,2017
,Toyota,Cali,Gris,5,Diésel,87000,Prado,3000,205000000,Valle Del Cauca,Automática,2017
Camioneta,Kia,Armenia,Blanco,4,Gasolina,118000,Sportage,2.0,82000000,Quindio,Mecánica,2017
Camioneta,Toyota,Bucaramanga,Azul,5,Diésel,55000,Land Cruiser,4.5,349000000,Santander,Automática,2017
,Audi,Cali,Negro,2,Gasolina,34000,TT,2000,138000000,Valle Del Cauca,Automática,2017
Sedán,Audi,Suba,Negro,4,Gasolina,93000,A4,2.0,85990000,Bogotá D.C.,Automática,2017
Station Wagon,Volkswagen,Barrios Unidos,Plateado,5,Gasolina,52865,Crossfox,1600,58500000,Bogotá D.C.,Mecánica,2017
Camioneta,Toyota,Suba,Blanco,5,Diésel,75400,Prado,3.0,212000000,Bogotá D.C.,Automática,2017
Camioneta,Chevrolet,Engativa,Gris,5,Gasolina,84898,Tracker,1.8,58500000,Bogotá D.C.,Automática,2017
Camioneta,Porsche,Medellín,,5,Gasolina,27800,Macan,3.0,319000000,Antioquia,Automática,2017
Hatchback,Renault,Suba,Rojo,5,Gasolina,14352,Sandero,1.6,40000000,Bogotá D.C.,Mecánica,2017
Pick-Up,Ford,Barrios Unidos,Gris,2,Gasolina,39000,F-150,3.5,118000000,Bogotá D.C.,Automática,2017
Sedán,Jaguar,Cúcuta,Blanco,4,Gasolina,13500,XE,2.0,105000000,Norte De Santander,Automática,2017
,Nissan,Teusaquillo,Negro,4,Diésel,80000,NP300 Frontier,2.5,117000000,Bogotá D.C.,Mecánica,2017
Coupé,BMW,Kennedy,AZUL METALIZADO,2,Gasolina,28000,Serie 2,,120000000,Bogotá D.C.,Automática,2017
Sedán,Suzuki,Usaquén,Plata,4,Gasolina,78063,Ciaz,1400,37500000,Bogotá D.C.,Mecánica,2017
,BMW,Barrios Unidos,Gris,5,Gasolina,26000,X5,,164900000,Bogotá D.C.,Automática,2017
Camioneta,Jaguar,Barrios Unidos,Gris,5,Gasolina,46000,F-PACE,3.0,195000000,Bogotá D.C.,Automática,2017
Roadster,Mercedes-Benz,Cali,,2,Gasolina,30000,Clase SLC,2.0,130000000,Valle Del Cauca,Automática,2017
Camioneta,Mercedes-Benz,Suba,Gris,5,Gasolina,34101,Clase GLC,2.0,144500000,Bogotá D.C.,Automática,2017
Sedán,Mazda,Fontibón,Rojo,4,Gasolina,42000,3,2.0,71000000,Bogotá D.C.,Automática,2017
Camioneta,Toyota,Puente Aranda,Blanco,5,Diésel,45632,Prado,3.0,220000000,Bogotá D.C.,Automática,2017
Sedán,Ford,Engativa,Negro,4,Gasolina,55000,Fiesta,1.6,46500000,Bogotá D.C.,Automática,2017
Camioneta,Hyundai,Medellín,,5,Gasolina,42733,Creta,1.6,63900000,Antioquia,Mecánica,2017
Hatchback,Mercedes-Benz,Suba,Plateado,5,Gasolina,59000,Clase A,1600,82900000,Bogotá D.C.,Automática,2017
Camioneta,Land Rover,Medellín,Blanco,5,Gasolina,27500,Evoque,2.0,174900000,Antioquia,Automática,2017
Pick-Up,Nissan,Medellín,,2,Gasolina,84800,Frontier,2.5,84500000,Antioquia,Automática,2017
Convertible,BMW,Usaquén,Gris,2,Gasolina,12000,Serie 2,2.0,120000000,Bogotá D.C.,Automática,2017
Furgón,Chevrolet,Villavicencio,Blanco,2,Diésel,170205,NHR,SGDNLR774HB024805,87000000,Meta,Mecánica,2017
Station Wagon,Kia,Barranquilla,Plateado,5,Gasolina,73608,NEW SPORTAGE,G4NAGH870990,82000000,Atlántico,Automática,2017
Hatchback,Renault,Kennedy,Negro,4,Gasolina,28720,Clio,1.2,33000000,Bogotá D.C.,Mecánica,2017
,Ford,Puente Aranda,Rojo,2,Gasolina,38000,Mustang,5000,128900000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Suba,Rojo,5,Gasolina,56927,Ecosport 2,2.0,62800000,Bogotá D.C.,Mecánica,2017
Sedán,Chevrolet,Suba,Rojo,5,Gasolina,36498,Sail,1400,42900000,Bogotá D.C.,Mecánica,2017
Sedán,Mazda,Suba,Plateado,4,Gasolina,53240,3,2.0,61800000,Bogotá D.C.,Automática,2017
Sedán,Hyundai,Fontibón,Negro,4,Gasolina,23100,NEW ELENTRA,1.5,56000000,Bogotá D.C.,Mecánica,2017
Hatchback,Chevrolet,Engativa,Rojo,5,Gasolina,65178,Spark GT,1200,35500000,Bogotá D.C.,Mecánica,2017
Sedán,Chevrolet,Suba,Azul,5,Gasolina,59708,Sail,1400,41900000,Bogotá D.C.,Mecánica,2017
Sedán,BMW,Suba,Azul,4,Gasolina,30666,Serie 3,2.0,108800000,Bogotá D.C.,Automática,2017
Sedán,Hyundai,Suba,Rojo,4,Gasolina,45838,Accent,1.6,54800000,Bogotá D.C.,Automática,2017
Sedán,Renault,Medellín,,4,Gasolina,76400,Logan,1.6,38500000,Antioquia,Mecánica,2017
Camioneta,Toyota,Medellín,Plateado,4,Gasolina,64000,4Runner,4.0,187900000,Antioquia,Automática,2017
Sedán,Mercedes-Benz,Cúcuta,Azul,4,Gasolina,26500,Clase E,2.0,120000000,Norte De Santander,Automática,2017
Sedán,Mercedes-Benz,Suba,Gris,4,Gasolina,62240,Clase C,1.6,93800000,Bogotá D.C.,Automática,2017
Camioneta,Nissan,Suba,Gris,5,Gasolina,52350,Qashqai,2.0,84200000,Bogotá D.C.,Automática,2017
Camioneta,Kia,Medellín,Blanco,5,Gasolina,86998,Carens,2.0,68000000,Antioquia,Automática,2017
Sedán,Jaguar,Usaquén,Plateado,4,Gasolina,18000,XE,2.0,100000000,Bogotá D.C.,Automática,2017
Hatchback,Kia,Medellín,Blanco,5,Gasolina,37000,Picanto,1.2,40900000,Antioquia,Mecánica,2017
Hatchback,Kia,Chía,Gris,5,Gasolina,48901,Picanto,1.0,38900000,Cundinamarca,Mecánica,2017
Camioneta,Nissan,Suba,Negro,5,Gasolina,61000,X-Trail,2.5,94000000,Bogotá D.C.,Automática,2017
Coupé,Mercedes-Benz,Suba,Rojo,4,Gasolina,26338,Clase CLA,1.6,87800000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Medellín,,5,Gasolina,40000,Edge,3.5,94000000,Antioquia,Automática,2017
Camioneta,Ford,Usaquén,Rojo,5,Gasolina,60735,Explorer,3.5,131900000,Bogotá D.C.,Automática,2017
Sedán,Volkswagen,Chía,Gris,4,Gasolina,44600,Voyage,1.6,38800000,Cundinamarca,Mecánica,2017
Sedán,Chevrolet,Fontibón,Gris,4,Gasolina,34900,Cruze,1.4,60000000,Bogotá D.C.,Automática,2017
Sedán,Audi,Barranquilla,Rojo,4,Gasolina,18000,S4,3.0,205000000,Atlántico,Automática,2017
Sedán,Renault,Puente Aranda,Blanco,4,Gasolina,52100,Logan,1.6,41000000,Bogotá D.C.,Mecánica,2017
,Jeep,Fontibón,Gris,3,Gasolina,25500,Rubicon,3600,180000000,Bogotá D.C.,Automática,2017
Camioneta,Jeep,Barrios Unidos,Gris,5,Gasolina,37885,Cherokee,3.2,101900000,Bogotá D.C.,Automática,2017
Station Wagon,Kia,Kennedy,Rojo,5,Gasolina,60000,Sportage,2000,81900000,Bogotá D.C.,Mecánica,2017
Hatchback,Ford,Fontibón,Gris,5,Gasolina,54000,Fiesta,1.6,47900000,Bogotá D.C.,Mecánica,2017
Camioneta,Land Rover,Usaquén,Rojo,5,Gasolina,26515,Evoque,2.0,148900000,Bogotá D.C.,Automática,2017
Hatchback,Chevrolet,Fontibón,Plateado,5,Gasolina,81250,Sail,1.4,30500000,Bogotá D.C.,Mecánica,2017
Camioneta,Ford,Suba,Blanco,5,Gasolina,62300,Escape,2.0,96500000,Bogotá D.C.,Automática,2017
Hatchback,Ford,Usaquén,Blanco,5,Gasolina,35180,Fiesta,1.6,48900000,Bogotá D.C.,Mecánica,2017
Hatchback,Renault,Cali,Gris,5,Gasolina,50000,Clio,1.2,32000000,Valle Del Cauca,Mecánica,2017
Camioneta,Renault,Cali,Blanco,5,Gasolina,50000,Captur,2.0,65000000,Valle Del Cauca,Automática,2017
Sedán,BMW,Suba,Gris,4,Gasolina,20250,Serie 3,2.0,97000000,Bogotá D.C.,Automática,2017
Pick-Up,Nissan,Manizales,Plateado,2,Diésel,106520,Frontier,2.5,121500000,Caldas,Mecánica,2017
Hatchback,Kia,Suba,Plateado,5,Gasolina,51900,Picanto,,41900000,Bogotá D.C.,Mecánica,2017
Camioneta,Mazda,Chapinero,Plateado,5,Gasolina,19600,CX-5,2.5,110000000,Bogotá D.C.,Automática,2017
Camioneta,Nissan,Suba,Rojo,5,Gasolina,55500,Qashqai,2.0,76000000,Bogotá D.C.,Mecánica,2017
Camioneta,Ford,Suba,Rojo,5,Gasolina,79010,Ecosport 2,2.0,64990000,Bogotá D.C.,Automática,2017
Camioneta,Toyota,Suba,Blanco,5,Diésel,60000,Land Cruiser,4.5,343000000,Bogotá D.C.,Automática,2017
Hatchback,Mini,Suba,Rojo,5,Gasolina,27395,Clubman,2.0,92990000,Bogotá D.C.,Automática,2017
Sedán,Kia,Usaquén,Plateado,4,Gasolina,56200,Rio,1250,47600000,Bogotá D.C.,Mecánica,2017
Sedán,Kia,Medellín,Blanco,4,Gasolina,12500,CERATO PRO,,60000000,Antioquia,Automática,2017
Camioneta,Mazda,Medellín,,5,Gasolina,58000,CX-5,2.5,95900000,Antioquia,Automática,2017
Camioneta,Land Rover,Puente Aranda,Azul,5,Gasolina,51098,Range Rover,2000,160000000,Bogotá D.C.,Automática,2017
Sedán,Audi,Usaquén,Plateado,4,Gasolina,39400,A6,1.8,98000000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Suba,Rojo,5,Gasolina,45000,Escape,2.0,77000000,Bogotá D.C.,Automática,2017
Sedán,Mazda,Fontibón,Blanco,4,Gasolina,58000,3,2.0,63990000,Bogotá D.C.,Mecánica,2017
Pick-Up,Ford,Suba,Azul,2,Gasolina,53000,F-150,3.5,243900000,Bogotá D.C.,Automática,2017
Hatchback,Mazda,Suba,Plateado,5,Gasolina,64000,3,2.0,60900000,Bogotá D.C.,Mecánica,2017
Camioneta,Ford,Suba,Azul,5,Gasolina,65660,Explorer,3.5,129800000,Bogotá D.C.,Automática,2017
Sedán,Mercedes-Benz,Usaquén,Azul,4,Gasolina,20150,Clase C,2000 TURBO,116000000,Bogotá D.C.,Automática,2017
Sedán,Chevrolet,Engativa,Azul,4,Gasolina,51247,Sail,1.4,36500000,Bogotá D.C.,Mecánica,2017
Hatchback,Hyundai,Engativa,Blanco,5,Gasolina,14434,Eon,0.8,35500000,Bogotá D.C.,Mecánica,2017
Sedán,Mazda,Engativa,Gris,4,Gasolina,59951,3,2.0,76500000,Bogotá D.C.,Automática,2017
Camioneta,Volkswagen,Engativa,Plateado,5,Gasolina,35697,Tiguan,2.0,81500000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Chapinero,Plateado,5,Gasolina,60000,Escape,2.0,93800000,Bogotá D.C.,Automática,2017
Camioneta,Toyota,Teusaquillo,Plateado,5,Gasolina,74000,4Runner,4.0,200000000,Bogotá D.C.,Automática,2017
Hatchback,Chevrolet,Fontibón,Gris,4,Gasolina,58000,Spark,1.0,25000000,Bogotá D.C.,Mecánica,2017
Hatchback,Mazda,Suba,Rojo,5,Gasolina,62000,2,1.5,60000000,Bogotá D.C.,Automática,2017
Camioneta,Toyota,Suba,Plateado,5,Diésel,77700,Prado,3.0,220000000,Bogotá D.C.,Automática,2017
Convertible,BMW,Medellín,Blanco,2,Gasolina,55340,Serie 4,2.0,127900000,Antioquia,Automática,2017
Pick-Up,Ford,Bucaramanga,Gris,2,Gasolina,91000,F-150,3.5,162000000,Santander,Automática,2017
Pick-Up,Toyota,Medellín,Blanco,4,Gasolina,106700,Hilux,2.7,89900000,Antioquia,Mecánica,2016
Sedán,Audi,Barranquilla,Blanco,4,Gasolina,74000,A4,2.0,78000000,Atlántico,Automática,2017
Sedán,Kia,Barrios Unidos,Negro,4,Gasolina,65994,CERATO FORTE,1.6,48900000,Bogotá D.C.,Mecánica,2016
Hatchback,Mazda,Suba,Gris,5,Gasolina,47948,2,1.5,52000000,Bogotá D.C.,Mecánica,2016
Hatchback,Chevrolet,Suba,Blanco,5,Gasolina,39564,Onix,1.4,41500000,Bogotá D.C.,Automática,2016
Sedán,Jaguar,Medellín,,4,Gasolina,54000,XE,2.0,91500000,Antioquia,Automática,2016
Camioneta,Chevrolet,Cali,Blanco,4,Diésel,41105,DMAX CD 2.5L DSL 4X4 FULL,2500,98000000,Valle Del Cauca,Mecánica,2016
Camioneta,Renault,Usaquén,Blanco,5,Gasolina,53836,Duster,1.6,50500000,Bogotá D.C.,Mecánica,2016
Hatchback,Chevrolet,Suba,Plateado,5,Gasolina,57693,Onix,1.4,41300000,Bogotá D.C.,Automática,2016
Camioneta,Hyundai,Chía,Marrón,5,Gasolina,68942,Tucson,2.0,79900000,Cundinamarca,Mecánica,2016
Hatchback,Chevrolet,Suba,Blanco,5,Gasolina,59853,Spark GT,1.2,36000000,Bogotá D.C.,Mecánica,2016
,Chevrolet,Suba,Rojo,5,Gasolina,53964,Spark GT,1.2,36500000,Bogotá D.C.,Mecánica,2016
Hatchback,Renault,Suba,Gris,5,Gasolina,69761,Sandero,1.6,33500000,Bogotá D.C.,Automática,2016
Pick-Up,Ford,Bucaramanga,Gris,4,Gasolina,89000,F-150,3.5,118000000,Santander,Automática,2016
Hatchback,Volkswagen,Suba,Negro,5,Gasolina,35000,Beetle,2.5,57900000,Bogotá D.C.,Automática,2016
Camioneta,BMW,Medellín,Blanco,5,Diésel,68800,X5,,169800000,Antioquia,Automática,2016
Camioneta,Volvo,Bucaramanga,Negro,5,Gasolina,75000,XC90,2.0,140000000,Santander,Automática,2016
Camioneta,Volvo,Medellín,Gris,5,Gasolina,75600,XC60,2.5,94800000,Antioquia,Automática,2016
Sedán,Hyundai,Suba,Plateado,4,Gasolina,69000,Accent,1.6,45990000,Bogotá D.C.,Mecánica,2016
Sedán,Chevrolet,Suba,Plateado,4,Gasolina,75706,Sonic,1.6,46900000,Bogotá D.C.,Automática,2016
Hatchback,Chevrolet,Suba,Blanco,5,Gasolina,52374,Spark,1.0,25000000,Bogotá D.C.,Mecánica,2016
Camioneta,Mazda,Usaquén,Rojo,5,Gasolina,78000,CX-5,2.5,89000000,Bogotá D.C.,Automática,2016
Sedán,Ford,Usaquén,Plateado,4,Gasolina,77956,Fiesta,1.6,48900000,Bogotá D.C.,Automática,2016
,Nissan,Villavicencio,Rojo,4,Diésel,73000,NP300 Frontier,,120000000,Meta,Automática,2016
Sedán,Mercedes-Benz,Usaquén,Blanco,5,Gasolina,85380,Clase C,2.0,87000000,Bogotá D.C.,Automática,2016
Camioneta,Mazda,Ibagué,Gris,5,Gasolina,103000,CX-5,2.0,80000000,Tolima,Automática,2016
Sedán,Chevrolet,Chía,Blanco,4,Gasolina,83486,Sail,1400,37900000,Cundinamarca,Mecánica,2016
Sedán,Renault,Puente Aranda,Rojo,4,Gasolina,58000,Logan,,35500000,Bogotá D.C.,Mecánica,2016
Station Wagon,Honda,Pereira,acero metalico,5,Gasolina,96000,CR-V,2400,95000000,Risaralda,Automática,2016
Camioneta,Subaru,Suba,Rojo,4,Gasolina,107000,XV,2.0,82990000,Bogotá D.C.,Automática,2016
Camioneta,BMW,Medellín,Plateado,5,Diésel,62300,X5,3.0,141700000,Antioquia,Automática,2016
Hatchback,Chevrolet,Usaquén,Plateado,4,Gasolina,63284,Sonic,1.6,46900000,Bogotá D.C.,Automática,2016
Sedán,Ford,Barranquilla,Blanco,4,Gasolina,72232,Fusion,2.0,68000000,Atlántico,Automática,2016
Camioneta,Ford,Suba,Plateado,5,Gasolina,63000,Escape,2.0,87900000,Bogotá D.C.,Automática,2016
,Ford,Suba,Rojo,5,Gasolina,64500,Fiesta,,41400000,Bogotá D.C.,Mecánica,2016
Station Wagon,Mercedes-Benz,Usaquén,Blanco,5,Gasolina,51800,Clase GLE,3000 BITURBO,232500000,Bogotá D.C.,Automática,2016
Camioneta,Mazda,Medellín,,5,Gasolina,86500,CX-5,2.0,84000000,Antioquia,Mecánica,2016
Camioneta,Ford,Kennedy,Gris,5,Gasolina,81000,Escape,2.0,68500000,Bogotá D.C.,Automática,2016
Camioneta,Renault,Barrios Unidos,Gris,5,Gasolina,83550,Duster,2000,55900000,Bogotá D.C.,Mecánica,2016
Camioneta,Chevrolet,Suba,Plateado,5,Gasolina,61000,Tahoe,5.3,150000000,Bogotá D.C.,Automática,2016
Camioneta,Mazda,Suba,Plateado,5,Gasolina,70515,CX-5,2.5,93800000,Bogotá D.C.,Automática,2016
Hatchback,Kia,Suba,Rojo,5,Gasolina,12702,Soul,1.6,63900000,Bogotá D.C.,Mecánica,2016
,Kia,Engativa,Plateado,5,Gasolina,63000,NEW SPORTAGE,2000,75000000,Bogotá D.C.,Automática,2016
Camioneta,Mitsubishi,Suba,Gris,5,Gasolina,65000,Outlander,2000,81900000,Bogotá D.C.,Automática,2016
Hatchback,Hyundai,Usaquén,Plateado,5,Gasolina,70187,Eon,0.8,29900000,Bogotá D.C.,Mecánica,2016
,Chevrolet,Cali,Blanco,5,Gasolina,77000,N300,1200,40500000,Valle Del Cauca,Mecánica,2016
Camioneta,Suzuki,Suba,Plateado,5,Gasolina,60714,Grand Vitara,2.4,67800000,Bogotá D.C.,Automática,2016
Camioneta,Audi,Suba,Gris,5,Gasolina,67629,Q5,2.0,144990000,Bogotá D.C.,Automática,2018
Sedán,Renault,Barrios Unidos,Dorado,4,Gasolina,58359,Logan,1.6,42900000,Bogotá D.C.,Automática,2018
Camioneta,Ford,Fontibón,Negro,5,Gasolina,29194,Explorer,2.3,154900000,Bogotá D.C.,Automática,2018
Sedán,Chevrolet,Fontibón,Azul,5,Gasolina,52050,Sail,,37900000,Bogotá D.C.,Mecánica,2018
Camioneta,Renault,Barranquilla,Gris,5,Gasolina,100000,Duster,2.0,52500000,Atlántico,Mecánica,2018
Coupé,BMW,Bucaramanga,Blanco,2,Gasolina,35000,Serie 4,2.0,108000000,Santander,Automática,2018
Sedán,Mazda,Teusaquillo,Rojo,4,Gasolina,78500,3,2.0,65500000,Bogotá D.C.,Automática,2018
Sedán,Audi,Martires,Negro,4,Gasolina,18700,A4,,100000000,Bogotá D.C.,Automática,2018
Hatchback,Kia,Suba,Rojo,5,Gasolina,64470,Picanto,,40800000,Bogotá D.C.,Mecánica,2018
,Mazda,Suba,Blanco,4,Diésel,86490,BT-50,,115800000,Bogotá D.C.,Mecánica,2018
Sedán,Chevrolet,Engativa,Plateado,4,Gasolina,46000,Onix,1.4,43000000,Bogotá D.C.,Automática,2018
Sedán,Renault,Fontibón,Plateado,4,Gasolina,119182,Logan,1.6,39100000,Bogotá D.C.,Mecánica,2018
Station Wagon,Renault,Envigado,Gris,5,Gasolina,54000,CAPTUR INTENS 2.0L,2000,66900000,Antioquia,Automática,2018
Sedán,Mazda,Medellín,Gris,4,Gasolina,34000,3,2.0,96000000,Antioquia,Automática,2018
Sedán,Kia,Suba,Blanco,4,Gasolina,72901,CERATO PRO,1.6,63800000,Bogotá D.C.,Automática,2018
Hatchback,BMW,Teusaquillo,Gris,5,Gasolina,39500,Serie 1,2.0,95000000,Bogotá D.C.,Automática,2018
Camioneta,Renault,Suba,Rojo,5,Gasolina,47123,Koleos,2.5,103800000,Bogotá D.C.,Automática,2018
Sedán,Mazda,Kennedy,Gris,4,Gasolina,31000,3,2.0,68000000,Bogotá D.C.,Mecánica,2018
Camioneta,Chevrolet,Antonio Nariño,Plateado,5,Gasolina,56400,Tracker,,70800000,Bogotá D.C.,Automática,2018
Hatchback,Kia,Fontibón,Negro,5,Gasolina,38000,Picanto,1.2,41900000,Bogotá D.C.,Mecánica,2018
Sedán,Ford,Fontibón,Gris,4,Gasolina,39185,Fiesta,1.6,54900000,Bogotá D.C.,Mecánica,2018
Camioneta,Renault,Suba,Plateado,5,Gasolina,42000,Duster,1.6,59900000,Bogotá D.C.,Automática,2018
Station Wagon,Renault,Fontibón,Azul,5,Gasolina,41575,NEW KOLEOS INTENS2,2.5,95000000,Bogotá D.C.,Automática,2018
Camioneta,Ford,Suba,Gris,5,Gasolina,55907,Explorer,2.3,135990000,Bogotá D.C.,Automática,2018
Hatchback,Volkswagen,Suba,Plateado,5,Gasolina,32000,Golf,1.4,73900000,Bogotá D.C.,Automática,2018
,Chevrolet,Engativa,Blanco,5,Gasolina,61983,N300,1.2,50000000,Bogotá D.C.,Mecánica,2018
Hatchback,Volkswagen,Chía,Azul,5,Gasolina,48573,Gol,1.6,48900000,Cundinamarca,Mecánica,2018
Hatchback,BMW,Suba,Blanco,5,Gasolina,30010,Serie 1,2.0,93800000,Bogotá D.C.,Automática,2018
Hatchback,Ford,Suba,Gris,5,Gasolina,32000,Fiesta,1.6,56800000,Bogotá D.C.,Automática,2018
Sedán,Chevrolet,Fontibón,Azul,5,Gasolina,75000,Sail,,38000000,Bogotá D.C.,Mecánica,2018
Sedán,Chevrolet,Medellín,Plateado,5,Gasolina,35600,Sonic,1.6,48000000,Antioquia,Mecánica,2018
Sedán,Kia,Medellín,Plateado,4,Eléctrico,56000,Cerato,1.6,61900000,Antioquia,Mecánica,2018
Pick-Up,Toyota,Pereira,Blanco,4,Diésel,59000,Hilux,2.4,147000000,Risaralda,Mecánica,2018
Camioneta,Toyota,Kennedy,Gris,5,Gasolina,35000,Fortuner,2700,162999000,Bogotá D.C.,Automática,2018
Camioneta,Dodge,Suba,Azul,4,Gasolina,26235,Journey,2.4,69900000,Bogotá D.C.,Automática,2018
Sedán,Chevrolet,Usaquén,Rojo,4,Gasolina,32281,Sonic,1.6,50000000,Bogotá D.C.,Automática,2018
Camioneta,Audi,Chapinero,Plateado,5,Gasolina,19000,Q7,3.0,179000000,Bogotá D.C.,Automática,2018
,Jeep,Suba,Rojo,3,Gasolina,42000,Wrangler,,155000000,Bogotá D.C.,Automática,2018
Hatchback,Volkswagen,Engativa,Rojo,5,Gasolina,81323,Gol,1600,40500000,Bogotá D.C.,Mecánica,2018
Sedán,Ford,Engativa,Blanco,4,Gasolina,22950,Fiesta,1.6,57500000,Bogotá D.C.,Mecánica,2018
,Toyota,Pereira,,4,Diésel,70000,Prado,,238000000,Risaralda,Automática,2018
Hatchback,Mini,Medellín,Blanco,5,Gasolina,22000,Countryman,1.5,97900000,Antioquia,Automática,2018
Hatchback,Mazda,Suba,Rojo,5,Gasolina,31700,3,2.0,68990000,Bogotá D.C.,Automática,2018
Pick-Up,Ford,Medellín,Blanco,4,Gasolina,57000,F-150,3.5,265000000,Antioquia,Automática,2018
Station Wagon,Mazda,Cali,Gris,5,Gasolina,50000,CX-5,2.0,92000000,Valle Del Cauca,Automática,2018
Camioneta,BMW,Medellín,Azul,5,Gasolina,20000,Serie 2,1.5,82900000,Antioquia,Automática,2018
Pick-Up,Toyota,Cúcuta,Blanco,4,Diésel,69000,Hilux,2.5,115000000,Norte De Santander,Mecánica,2015
,Toyota,Bucaramanga,Negro,5,Diésel,151855,vx,3000,183500000,Santander,Automática,2015
Hatchback,Mini,Suba,Azul,5,Gasolina,57000,Countryman,1.6,80000000,Bogotá D.C.,Mecánica,2015
Hatchback,Renault,Barrios Unidos,Rojo,5,Gasolina,91309,Sandero,1.6,31900000,Bogotá D.C.,Mecánica,2015
Pick-Up,Ford,Bucaramanga,Gris,4,Diésel,82000,Ranger,2.2,83500000,Santander,Mecánica,2015
Hatchback,Renault,Pereira,Blanco,5,Gasolina,54000,Clio,1.2,27500000,Risaralda,Mecánica,2015
Furgón,Chevrolet,Pereira,Blanco,5,Gasolina,145000,N300,1.2,37000000,Risaralda,Mecánica,2015
